id,player_name,date,over_under,points,implied_likelihood,normal_likelihood,poisson_likelihood,raw_data_likelihood,weighted_likelihood,poisson_kelly
9351,Adam Fox,2024-12-02,Over,1.5,0.5847953216374269,0.5449954504276588,0.49190037034523626,0.576271186440678,0.5639344262295082,-0.05593322771466408
9352,Adam Fox,2024-12-02,Under,1.5,0.47619047619047616,0.45500454957234115,0.5080996296547637,0.423728813559322,0.4360655737704918,0.015229368698864515
9353,Alexis Lafrenière,2024-12-02,Over,2.5,0.4273504273504274,0.4021943167941231,0.35820009317425106,0.3924731182795699,0.4351851851851852,-0.030188765293330713
9354,Alexis Lafrenière,2024-12-02,Under,2.5,0.6172839506172839,0.5978056832058769,0.641799906825749,0.6075268817204301,0.5648148148148148,0.016014455265207006
9355,Artemi Panarin,2024-12-02,Over,3.5,0.47619047619047616,0.4159032316385153,0.36914892746886996,0.3850267379679144,0.41846153846153844,-0.05108801188985751
9356,Artemi Panarin,2024-12-02,Under,3.5,0.5747126436781609,0.5840967683614847,0.63085107253113,0.6149732620320856,0.5815384615384616,0.03300029263654265
9357,Chris Kreider,2024-12-02,Over,2.5,0.4854368932038835,0.5512263314951373,0.5104785468961305,0.5082872928176796,0.5047923322683706,0.012166463822176607
9358,Chris Kreider,2024-12-02,Under,2.5,0.5649717514124294,0.44877366850486267,0.4895214531038695,0.49171270718232046,0.4952076677316294,-0.043359424677321734
9359,Dougie Hamilton,2024-12-02,Over,2.5,0.6060606060606061,0.7412351678823255,0.7174937091470843,0.6124031007751938,0.6103286384976526,0.07071716157411119
9360,Dougie Hamilton,2024-12-02,Under,2.5,0.4504504504504504,0.25876483211767454,0.2825062908529156,0.3875968992248062,0.38967136150234744,-0.07640082670215721
9361,Filip Chytil,2024-12-02,Over,1.5,0.6535947712418301,0.6903575778498242,0.6420507033904086,0.69,0.6644736842105263,-0.00833133198711078
9362,Filip Chytil,2024-12-02,Under,1.5,0.4065040650406504,0.3096424221501758,0.35794929660959146,0.31,0.3355263157894737,-0.020452864784315933
9363,Jack Hughes,2024-12-02,Over,3.5,0.5882352941176471,0.6658980798715934,0.6759877312738098,0.5688622754491018,0.5290102389078498,0.053278265416241685
9364,Jack Hughes,2024-12-02,Under,3.5,0.4716981132075471,0.33410192012840656,0.3240122687261902,0.4311377245508982,0.4709897610921502,-0.06988705140635641
9365,Jesper Bratt,2024-12-02,Over,2.5,0.6172839506172839,0.6538220327700923,0.6276733186878005,0.4869109947643979,0.5074183976261127,0.006786603336385838
9366,Jesper Bratt,2024-12-02,Under,2.5,0.4424778761061947,0.3461779672299077,0.3723266813121995,0.5130890052356021,0.49258160237388726,-0.03145668655445025
9367,Luke Hughes,2024-12-02,Over,1.5,0.5649717514124294,0.6020386925270589,0.5533951032754882,0.46078431372549017,0.46956521739130436,-0.006652814026748638
9368,Luke Hughes,2024-12-02,Under,1.5,0.48780487804878053,0.39796130747294106,0.44660489672451176,0.5392156862745098,0.5304347826086957,-0.020109514693988334
9369,Mika Zibanejad,2024-12-02,Over,2.5,0.45454545454545453,0.4882180474958304,0.442708730459088,0.5483870967741935,0.5077399380804953,-0.005425165206251317
9370,Mika Zibanejad,2024-12-02,Under,2.5,0.5882352941176471,0.5117819525041696,0.557291269540912,0.45161290322580644,0.49226006191950467,-0.018787443493017725
9371,Nico Hischier,2024-12-02,Over,2.5,0.6060606060606061,0.6488707838430378,0.6203292091389141,0.547486033519553,0.535031847133758,0.009055075030464682
9372,Nico Hischier,2024-12-02,Under,2.5,0.4424778761061947,0.35112921615696224,0.37967079086108596,0.45251396648044695,0.46496815286624205,-0.02816349457419562
9373,Stefan Noesen,2024-12-02,Over,2.5,0.425531914893617,0.3307182037347113,0.2775050712067777,0.24193548387096775,0.24169184290030213,-0.06441908938223562
9374,Stefan Noesen,2024-12-02,Under,2.5,0.6211180124223602,0.6692817962652887,0.7224949287932223,0.7580645161290323,0.7583081570996979,0.0668921456381508
9375,Timo Meier,2024-12-02,Over,3.5,0.4385964912280702,0.5673084756986794,0.5390881312590918,0.4913294797687861,0.45394736842105265,0.04475018345131432
9376,Timo Meier,2024-12-02,Under,3.5,0.6172839506172839,0.43269152430132063,0.46091186874090817,0.5086705202312138,0.5460526315789473,-0.10214627929021317
9377,Vincent Trocheck,2024-12-02,Over,2.5,0.5154639175257733,0.4843312975472872,0.4395466302590485,0.47058823529411764,0.48,-0.039170089706767525
9378,Vincent Trocheck,2024-12-02,Under,2.5,0.5434782608695652,0.5156687024527128,0.5604533697409515,0.5294117647058824,0.52,0.00929589295337821
9379,Will Cuylle,2024-12-02,Over,1.5,0.6211180124223602,0.49175108482017105,0.4335827518178048,0.46296296296296297,0.4897959183673469,-0.12374252851366155
9380,Will Cuylle,2024-12-02,Under,1.5,0.4347826086956522,0.508248915179829,0.5664172481821952,0.5370370370370371,0.5102040816326531,0.05822301361904786
9381,Auston Matthews,2024-12-02,Over,4.5,0.4854368932038835,0.5428759551648197,0.5156787120002162,0.4260355029585799,0.4131944444444444,0.014692959132180522
9382,Auston Matthews,2024-12-02,Under,4.5,0.5747126436781609,0.4571240448351803,0.4843212879997838,0.5739644970414202,0.5868055555555556,-0.053135459081208175
9383,Connor Bedard,2024-12-02,Over,2.5,0.5319148936170213,0.5808987054728039,0.5501342402699859,0.5760869565217391,0.5504587155963303,0.009730787416924291
9384,Connor Bedard,2024-12-02,Under,2.5,0.5208333333333334,0.4191012945271962,0.4498657597300141,0.42391304347826086,0.44954128440366975,-0.037026560140862225
