id,player_name,date,over_under,points,implied_likelihood,normal_likelihood,poisson_likelihood,raw_data_likelihood,weighted_likelihood,poisson_kelly
9385,Craig Smith,2024-12-02,Over,1.5,0.5076142131979695,0.5408220572783426,0.48740830451686123,0.42857142857142855,0.4482758620689655,-0.010259185593243153
9386,Craig Smith,2024-12-02,Under,1.5,0.5494505494505494,0.4591779427216573,0.5125916954831388,0.5714285714285714,0.5517241379310345,-0.020452168969721768
9387,John Tavares,2024-12-02,Over,3.5,0.4444444444444444,0.5440813749374225,0.5115435993244664,0.45604395604395603,0.4651898734177215,0.030194619696009867
9388,John Tavares,2024-12-02,Under,3.5,0.5952380952380952,0.4559186250625775,0.48845640067553364,0.5439560439560439,0.5348101265822784,-0.06595339958275864
9389,Matthew Knies,2024-12-02,Over,1.5,0.6535947712418301,0.5407038037191345,0.4848085808467377,0.47115384615384615,0.4830508474576271,-0.12181267514362795
9390,Matthew Knies,2024-12-02,Under,1.5,0.4,0.45929619628086554,0.5151914191532623,0.5288461538461539,0.5169491525423728,0.047996424647192615
9391,Mitch Marner,2024-12-02,Over,2.5,0.5464480874316939,0.5267205785655088,0.4847298435918852,0.4418604651162791,0.4444444444444444,-0.03401939344182231
9392,Mitch Marner,2024-12-02,Under,2.5,0.5181347150259068,0.4732794214344912,0.5152701564081148,0.5581395348837209,0.5555555555555556,-0.0014861822936393654
9393,Morgan Rielly,2024-12-02,Over,2.5,0.4273504273504274,0.466044549245727,0.4186508010028942,0.35625,0.3576388888888889,-0.0037979712039603736
9394,Morgan Rielly,2024-12-02,Under,2.5,0.625,0.533955450754273,0.5813491989971058,0.64375,0.6423611111111112,-0.02910053400192944
9395,Nicholas Robertson,2024-12-02,Over,1.5,0.6060606060606061,0.6008057653251071,0.5308819758620258,0.5164835164835165,0.4873096446700508,-0.047709515318329815
9396,Nicholas Robertson,2024-12-02,Under,1.5,0.4444444444444444,0.3991942346748929,0.4691180241379742,0.4835164835164835,0.5126903553299492,0.0111031108620884
9397,Oliver Ekman-Larsson,2024-12-02,Over,1.5,0.5747126436781609,0.5732252105020632,0.5183010862047374,0.45222929936305734,0.45051194539249145,-0.033160847974242236
9398,Oliver Ekman-Larsson,2024-12-02,Under,1.5,0.48309178743961356,0.4267747894979368,0.48169891379526264,0.5477707006369427,0.5494880546075085,-0.0006736561784594364
9399,Ryan Donato,2024-12-02,Over,1.5,0.6535947712418301,0.6469521581446818,0.6076767314060987,0.5614035087719298,0.5841584158415841,-0.03313896271163633
9400,Ryan Donato,2024-12-02,Under,1.5,0.4132231404958678,0.35304784185531823,0.3923232685939014,0.43859649122807015,0.4158415841584158,-0.008904522887809643
9401,Taylor Hall,2024-12-02,Over,1.5,0.6369426751592356,0.6846760569971119,0.6390595476698093,0.6595744680851063,0.64375,0.001457670983158188
9402,Taylor Hall,2024-12-02,Under,1.5,0.42016806722689076,0.31532394300288813,0.36094045233019073,0.3404255319148936,0.35625,-0.025536544104011988
9403,Teuvo Teravainen,2024-12-02,Over,1.5,0.5319148936170213,0.609851554496495,0.5724435718877566,0.5357142857142857,0.5231788079470199,0.02164599862187
9404,Teuvo Teravainen,2024-12-02,Under,1.5,0.5235602094240838,0.390148445503505,0.42755642811224337,0.4642857142857143,0.4768211920529801,-0.05037561052352066
9405,William Nylander,2024-12-02,Over,3.5,0.5813953488372093,0.6104669633456643,0.567833201522381,0.49732620320855614,0.5138461538461538,-0.0080996157574669
9406,William Nylander,2024-12-02,Under,3.5,0.46511627906976744,0.3895330366543357,0.43216679847761896,0.5026737967914439,0.48615384615384616,-0.015400300711547674
9407,Clayton Keller,2024-12-02,Over,2.5,0.49504950495049505,0.5149734394405387,0.47191550860400033,0.5163043478260869,0.50625,-0.01145359623037237
9408,Clayton Keller,2024-12-02,Under,2.5,0.5555555555555556,0.48502656055946125,0.5280844913959997,0.483695652173913,0.49375,-0.015452473589750187
9409,Dylan Guenther,2024-12-02,Over,2.5,0.4926108374384237,0.43834191474226825,0.3900152550561602,0.4019607843137255,0.44390243902439025,-0.050550735979610406
