id,player_name,date,over_under,points,implied_likelihood,normal_likelihood,poisson_likelihood,raw_data_likelihood,weighted_likelihood,poisson_kelly
2545,Dylan Cozens,2024-10-28,Over,2.5,0.47619047619047616,0.5212668406284626,0.48215750448623296,0.4437869822485207,0.4269005847953216,0.002847899868429371
2546,Dylan Cozens,2024-10-28,Under,2.5,0.5747126436781609,0.47873315937153743,0.517842495513767,0.5562130177514792,0.5730994152046783,-0.03343042493447479
2547,JJ Peterka,2024-10-28,Over,2.5,0.5555555555555556,0.5056230084719522,0.4621154171679225,0.3614457831325301,0.4613899613899614,-0.05256007784304359
2548,JJ Peterka,2024-10-28,Under,2.5,0.4807692307692307,0.4943769915280478,0.5378845828320775,0.6385542168674698,0.5386100386100386,0.027499984326555843
2549,Rasmus Dahlin,2024-10-28,Over,2.5,0.5076142131979695,0.5653055258347923,0.5268709672613059,0.5059523809523809,0.5134615384615384,0.009777269459992938
2550,Rasmus Dahlin,2024-10-28,Under,2.5,0.5319148936170213,0.4346944741652076,0.4731290327386941,0.49404761904761907,0.48653846153846153,-0.03139699387819747
2551,Tage Thompson,2024-10-28,Over,3.5,0.4629629629629629,0.5004550258304501,0.46382638026595246,0.45569620253164556,0.4553191489361702,0.00040193564104684665
2552,Tage Thompson,2024-10-28,Under,3.5,0.5747126436781609,0.4995449741695499,0.5361736197340475,0.5443037974683544,0.5446808510638298,-0.022654696507688282
2553,Alex Tuch,2024-10-28,Over,2.5,0.5319148936170213,0.5313605256674498,0.4894959347777017,0.5506329113924051,0.49588477366255146,-0.022655580289182076
2554,Alex Tuch,2024-10-28,Under,2.5,0.5,0.4686394743325501,0.5105040652222983,0.44936708860759494,0.5041152263374485,0.005252032611149149
2555,Sam Bennett,2024-10-28,Over,2.5,0.5555555555555556,0.5364691007819624,0.4944918928163127,0.5633802816901409,0.5267857142857143,-0.03434831029082411
2556,Sam Bennett,2024-10-28,Under,2.5,0.49019607843137253,0.46353089921803753,0.5055081071836873,0.43661971830985913,0.4732142857142857,0.0075087833304620655
2557,Anton Lundell,2024-10-28,Over,2.5,0.4347826086956522,0.4118940548193347,0.36628543725337526,0.391304347826087,0.41749502982107356,-0.030296825830237878
2558,Anton Lundell,2024-10-28,Under,2.5,0.591715976331361,0.5881059451806653,0.6337145627466247,0.6086956521739131,0.5825049701789264,0.025716525739781088
2559,Sam Reinhart,2024-10-28,Over,2.5,0.5747126436781609,0.5849425105770847,0.5334090508107879,0.5287356321839081,0.5413533834586466,-0.024279814726090893
2560,Sam Reinhart,2024-10-28,Under,2.5,0.4444444444444444,0.41505748942291526,0.46659094918921207,0.47126436781609193,0.45864661654135336,0.009965927135145436
2561,Carter Verhaeghe,2024-10-28,Over,2.5,0.6666666666666666,0.6716411408415763,0.6436507774224837,0.6526946107784432,0.6487025948103793,-0.01726191693313725
2562,Carter Verhaeghe,2024-10-28,Under,2.5,0.4,0.3283588591584237,0.35634922257751633,0.3473053892215569,0.35129740518962077,-0.018187823926034866
2563,Gustav Forsling,2024-10-28,Over,1.5,0.6535947712418301,0.6473232962503886,0.6180417001731935,0.6549707602339181,0.6170212765957447,-0.025658584308968835
2564,Gustav Forsling,2024-10-28,Under,1.5,0.40322580645161293,0.35267670374961135,0.38195829982680646,0.34502923976608185,0.3829787234042553,-0.008909360883364859
2565,Matthew Tkachuk,2024-10-28,Over,3.5,0.4716981132075471,0.5193546337686832,0.4863006211673395,0.4695121951219512,0.43253968253968256,0.006910115373830322
2566,Matthew Tkachuk,2024-10-28,Under,3.5,0.5847953216374269,0.4806453662313169,0.5136993788326605,0.5304878048780488,0.5674603174603174,-0.042807768378926275
2567,Evan Rodrigues,2024-10-28,Over,1.5,0.641025641025641,0.7070012469121207,0.6830806222861769,0.660377358490566,0.650294695481336,0.02928829052073037
2568,Evan Rodrigues,2024-10-28,Under,1.5,0.4,0.2929987530878793,0.3169193777138231,0.33962264150943394,0.34970530451866405,-0.03461692595257371
2569,Jason Zucker,2024-10-28,Over,1.5,0.6535947712418301,0.6753586272001282,0.6319847629947153,0.6730769230769231,0.6565217391304348,-0.015595902178342252
2570,Jason Zucker,2024-10-28,Under,1.5,0.4048582995951417,0.3246413727998718,0.36801523700528466,0.3269230769230769,0.34347826086956523,-0.015476592618528365
2571,Yegor Chinakhov,2024-10-28,Over,2.5,0.4347826086956522,0.402006764187405,0.3473861150930049,0.28888888888888886,0.34662576687116564,-0.038656141401170935
2572,Yegor Chinakhov,2024-10-28,Under,2.5,0.5681818181818182,0.597993235812595,0.6526138849069951,0.7111111111111111,0.6533742331288344,0.048881722840891914
2573,Kirill Marchenko,2024-10-28,Over,2.5,0.5,0.4877625862935533,0.44383795638557566,0.4305555555555556,0.45625,-0.02808102180721217
2574,Kirill Marchenko,2024-10-28,Under,2.5,0.5181347150259068,0.5122374137064467,0.5561620436144243,0.5694444444444444,0.54375,0.01972923230533305
2575,Sean Monahan,2024-10-28,Over,2.5,0.4081632653061224,0.4028342293427605,0.3623358571847479,0.3826086956521739,0.38004246284501064,-0.019358129292649573
2576,Sean Monahan,2024-10-28,Under,2.5,0.5952380952380952,0.5971657706572395,0.6376641428152521,0.6173913043478261,0.6199575371549894,0.026204323503538046
2577,Zach Werenski,2024-10-28,Over,2.5,0.625,0.59877994682015,0.5664969810138888,0.5444444444444444,0.5203045685279187,-0.03900201265740744
2578,Zach Werenski,2024-10-28,Under,2.5,0.42372881355932207,0.40122005317985,0.4335030189861112,0.45555555555555555,0.4796954314720812,0.004240280295445292
2579,Evan Bouchard,2024-10-28,Over,2.5,0.641025641025641,0.5198027360587585,0.4780193881934327,0.4069767441860465,0.4618320610687023,-0.11352221179385935
2580,Evan Bouchard,2024-10-28,Under,2.5,0.425531914893617,0.4801972639412415,0.5219806118065673,0.5930232558139535,0.5381679389312977,0.04197304402693207
2581,Leon Draisaitl,2024-10-28,Over,2.5,0.5882352941176471,0.5597255299864479,0.5197002358144339,0.5588235294117647,0.5095785440613027,-0.04161057111266514
2582,Leon Draisaitl,2024-10-28,Under,2.5,0.4587155963302752,0.44027447001355213,0.4802997641855661,0.4411764705882353,0.4904214559386973,0.009968958882316553
2583,Zach Hyman,2024-10-28,Over,3.5,0.5,0.5091211863367014,0.4725388510102222,0.4583333333333333,0.47674418604651164,-0.013730574494888903
2584,Zach Hyman,2024-10-28,Under,3.5,0.53475935828877,0.49087881366329855,0.5274611489897778,0.5416666666666666,0.5232558139534884,-0.003921738904918232
2585,Connor McDavid,2024-10-28,Over,3.5,0.5,0.5156561023529249,0.4816291725031522,0.5149700598802395,0.42685370741482964,-0.00918541374842391
2586,Connor McDavid,2024-10-28,Under,3.5,0.5181347150259068,0.48434389764707503,0.5183708274968478,0.48502994011976047,0.5731462925851704,0.00012249921207427295
