id,player_name,date,over_under,points,implied_likelihood,normal_likelihood,poisson_likelihood,raw_data_likelihood,weighted_likelihood,poisson_kelly
1,Andrei Svechnikov,2024-10-11,Over,2.5,0.5714285714285714,0.523780112698394,0.4813054369876826,0.5121951219512195,0.46701846965699206,-0.07009577123180244
2,Andrei Svechnikov,2024-10-11,Under,2.5,0.4347826086956522,0.476219887301606,0.5186945630123174,0.4878048780487805,0.5329815303430079,0.049486537161110254
3,Brandon Hagel,2024-10-11,Over,1.5,0.5988023952095809,0.7065298110599739,0.6547756751206132,0.6687116564417178,0.6673189823874756,0.046505162911156216
4,Brandon Hagel,2024-10-11,Under,1.5,0.4504504504504504,0.2934701889400261,0.3452243248793868,0.3312883435582822,0.33268101761252444,-0.06382568272343203
5,Brayden Point,2024-10-11,Over,2.5,0.5,0.5838135808752407,0.5363559368387868,0.5337423312883436,0.5660749506903353,0.024237291225857865
6,Brayden Point,2024-10-11,Under,2.5,0.53475935828877,0.4161864191247593,0.4636440631612132,0.4662576687116564,0.4339250493096647,-0.05095233788832613
7,Brent Burns,2024-10-11,Over,2.5,0.4132231404958678,0.4776751850565113,0.4298829694507289,0.4878048780487805,0.42578125,0.009464034288911719
8,Brent Burns,2024-10-11,Under,2.5,0.6211180124223602,0.5223248149434887,0.5701170305492711,0.5121951219512195,0.57421875,-0.04486971629271774
9,Jaccob Slavin,2024-10-11,Over,1.5,0.6172839506172839,0.5948102265332522,0.5560118606031947,0.5095541401273885,0.5189620758483033,-0.05336601388323895
10,Jaccob Slavin,2024-10-11,Under,1.5,0.4444444444444444,0.40518977346674784,0.44398813939680526,0.49044585987261147,0.4810379241516966,-0.00027378302858351483
11,Jake Guentzel,2024-10-11,Over,2.5,0.5555555555555556,0.6787099283210416,0.6707428071199775,0.5862068965517241,0.6166281755196305,0.08639043867331643
12,Jake Guentzel,2024-10-11,Under,2.5,0.47619047619047616,0.3212900716789584,0.3292571928800225,0.41379310344827586,0.3833718244803695,-0.0935029984702887
13,Martin Necas,2024-10-11,Over,2.5,0.5882352941176471,0.6069543672366615,0.5758891998352696,0.5345911949685535,0.5318275154004107,-0.009994457276210289
14,Martin Necas,2024-10-11,Under,2.5,0.425531914893617,0.3930456327633385,0.42411080016473035,0.46540880503144655,0.4681724845995893,-0.0008245974352799057
15,Nikita Kucherov,2024-10-11,Over,2.5,0.6211180124223602,0.7241016865957915,0.7095597624648236,0.6687116564417178,0.6725838264299803,0.07780940850730379
16,Nikita Kucherov,2024-10-11,Under,2.5,0.425531914893617,0.27589831340420845,0.2904402375351764,0.3312883435582822,0.32741617357001973,-0.07838652883761367
17,Sebastian Aho,2024-10-11,Over,2.5,0.5747126436781609,0.568876012179481,0.5256169429368139,0.5686274509803921,0.5752577319587628,-0.03848041409456926
18,Sebastian Aho,2024-10-11,Under,2.5,0.4504504504504504,0.431123987820519,0.47438305706318606,0.43137254901960786,0.4247422680412371,0.014516499092970814
19,Seth Jarvis,2024-10-11,Over,2.5,0.45454545454545453,0.4240674900049598,0.37389949364509434,0.4049079754601227,0.40236686390532544,-0.049283642772442314
20,Seth Jarvis,2024-10-11,Under,2.5,0.591715976331361,0.5759325099950402,0.6261005063549057,0.5950920245398773,0.5976331360946746,0.02807239407719349
21,Victor Hedman,2024-10-11,Over,2.5,0.4,0.4229105179195375,0.3815865759933974,0.38311688311688313,0.3683127572016461,-0.010229680003668104
22,Victor Hedman,2024-10-11,Under,2.5,0.641025641025641,0.5770894820804625,0.6184134240066026,0.6168831168831169,0.6316872427983539,-0.020997058660535656
23,Nicholas Paul,2024-10-11,Over,1.5,0.5847953216374269,0.598196679516001,0.5435497865232769,0.5,0.5274509803921569,-0.033112612697275355
24,Nicholas Paul,2024-10-11,Under,1.5,0.47846889952153115,0.401803320483999,0.4564502134767231,0.5,0.4725490196078431,-0.01407310514790483
25,Connor Bedard,2024-10-11,Over,2.5,0.6060606060606061,0.6112267634827202,0.5829534468423426,0.6086956521739131,0.6005509641873278,-0.019552211646222933
26,Connor Bedard,2024-10-11,Under,2.5,0.4081632653061224,0.38877323651727985,0.4170465531576574,0.391304347826087,0.39944903581267216,0.005003231088795542
27,Gabriel Vilardi,2024-10-11,Over,2.5,0.47619047619047616,0.4679870105079048,0.4177083660198011,0.40540540540540543,0.4454828660436137,-0.03721588829042958
28,Gabriel Vilardi,2024-10-11,Under,2.5,0.5813953488372093,0.5320129894920952,0.5822916339801989,0.5945945945945946,0.5545171339563862,0.0007137085397879902
29,Josh Morrissey,2024-10-11,Over,2.5,0.5291005291005292,0.4634212703480801,0.41816374907394116,0.39375,0.4367588932806324,-0.07852828249073081
30,Josh Morrissey,2024-10-11,Under,2.5,0.5319148936170213,0.5365787296519199,0.5818362509260588,0.60625,0.5632411067193676,0.035550057477647945
31,Kyle Connor,2024-10-11,Over,3.5,0.48780487804878053,0.4631552460921057,0.4258187483163429,0.39864864864864863,0.4116279069767442,-0.04034017966714195
32,Kyle Connor,2024-10-11,Under,3.5,0.5555555555555556,0.5368447539078943,0.5741812516836571,0.6013513513513513,0.5883720930232558,0.01396927209607616
33,Mark Scheifele,2024-10-11,Over,2.5,0.45454545454545453,0.4040204783250211,0.3643620441983362,0.46794871794871795,0.43670886075949367,-0.055112084101016756
34,Mark Scheifele,2024-10-11,Under,2.5,0.5952380952380952,0.5959795216749789,0.6356379558016638,0.532051282051282,0.5632911392405063,0.03327047340529177
